task_id,config,agent,model,reasoning,snapshot,raw_pass,judge_pass,compile,tests_passed,tests_run,req_satisfied,req_total,duration_s,cost_usd,output_tokens,steps,compile_calls,compile_errors,files_edited
ue_task_0008,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0008_claude-code_20260614_083429,0,0,1,19,22,19,22,961.0,6.238839999999999,64131,84,3,0,8
ue_task_0009,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0009_claude-code_20260614_084605,1,0,1,5,5,10,11,409.0,1.9790009999999996,23411,33,5,0,1
ue_task_0010,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0010_claude-code_20260614_085146,0,1,1,2,3,9,9,238.9,0.9749949999999998,7950,18,1,0,1
ue_task_0011,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0011_claude-code_20260628_194524,0,0,1,4,6,8,9,364.3,1.4714975,11081,27,1,0,1
ue_task_0012,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0012_claude-code_20260614_091424,0,0,1,7,10,11,16,866.5,7.5022065,42785,74,4,1,5
ue_task_0013,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0013_claude-code_20260614_093316,0,0,1,1,2,23,25,925.9,5.585378500000002,42585,41,2,1,1
ue_task_0014,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0014_claude-code_20260628_200911,1,1,1,2,2,18,18,990.2,5.021691000000001,63079,59,3,0,2
ue_task_0015,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0015_claude-code_20260614_095754,0,0,1,1,2,15,16,519.9,3.9052215,21963,48,3,0,8
ue_task_0017,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0017_claude-code_20260614_102328,0,0,1,1,2,11,13,601.0,2.5601415,30328,45,2,0,2
ue_task_0018,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0018_claude-code_20260614_103251,0,0,1,1,2,14,17,399.8,1.9405655000000002,19640,31,1,0,2
ue_task_0019,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0019_claude-code_20260614_105231,0,0,1,1,3,6,15,1031.0,7.180265499999999,60573,54,1,1,2
ue_task_0020,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0020_claude-code_20260614_111318,0,0,1,8,12,6,17,969.7,7.674126499999999,65955,63,4,1,2
ue_task_0021,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0021_claude-code_20260614_113326,0,0,1,4,8,9,14,847.5,7.002048500000003,43580,60,2,0,1
ue_task_0022,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0022_claude-code_20260614_120818,0,0,1,4,8,8,16,1753.9,15.823310999999997,101059,48,4,3,2
ue_task_0023,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0023_claude-code_20260628_202508,1,1,1,2,2,10,10,642.4,3.5668994999999994,39533,45,1,0,1
ue_task_0024,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0024_claude-code_20260628_203927,1,1,1,3,3,11,11,557.9,2.7898265,19307,41,3,0,1
ue_task_0025,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0025_claude-code_20260628_205259,0,0,1,2,3,8,10,563.1,4.224682,26355,59,1,0,1
ue_task_0026,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0026_claude-code_20260628_211738,0,0,1,0,3,4,8,1169.2,6.547807,73126,75,3,0,6
ue_task_0027,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0027_claude-code_20260628_213742,0,0,1,1,3,7,8,928.3,5.922997,65186,62,4,1,6
ue_task_0028,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0028_claude-code_20260628_214750,0,0,1,0,1,5,8,355.8,1.3934100000000003,16178,35,1,0,1
ue_task_0029,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0029_claude-code_20260628_215654,0,0,1,0,1,3,7,350.4,2.9300565,15690,28,1,0,1
ue_task_0030,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0030_claude-code_20260628_221429,0,0,1,0,1,5,8,819.5,6.9333969999999985,40596,83,3,0,2
ue_task_0031,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0031_claude-code_20260628_222648,1,1,1,1,1,4,4,362.2,1.9921180000000005,14002,41,4,0,3
ue_task_0034,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0034_claude-code_20260614_132530,0,0,1,3,9,5,10,1030.6,6.518505499999998,57420,68,1,0,1
ue_task_0035,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0035_claude-code_20260614_135118,0,0,1,5,9,7,14,1069.0,7.148427,57756,59,5,0,1
ue_task_0036,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0036_claude-code_20260614_140306,0,0,1,5,9,7,11,664.6,5.923594499999999,27461,67,6,0,1
ue_task_0037,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0037_claude-code_20260614_141734,0,0,1,4,8,9,14,773.0,7.929208000000002,29587,65,3,1,1
ue_task_0038,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0038_claude-code_20260614_143607,0,0,1,10,11,6,12,917.1,8.736016500000002,39250,81,3,0,1
ue_task_0039,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0039_claude-code_20260614_145618,0,0,1,5,9,8,12,1077.9,12.410566499999998,48577,68,9,0,1
ue_task_0042,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0042_claude-code_20260614_153910,0,0,1,9,11,10,13,583.5,4.047439000000001,28185,45,1,1,1
ue_task_0043,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0043_claude-code_20260614_155829,0,0,1,12,14,13,14,849.6,6.0687384999999985,47169,60,6,0,1
ue_task_0045,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0045_claude-code_20260614_164030,0,1,1,0,5,10,10,1143.3,6.1813775,55692,62,6,6,1
ue_task_0046,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0046_claude-code_20260614_170024,0,0,1,0,1,1,8,1029.9,11.133463499999996,48903,84,1,0,1
ue_task_0047,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0047_claude-code_20260614_172033,0,0,1,0,2,9,10,1079.6,4.1774640000000005,59470,34,4,0,1
ue_task_0048,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0048_claude-code_20260616_065934,0,0,1,0,2,1,7,1120.7,7.797204500000001,58194,58,3,0,1
ue_task_0049,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0049_claude-code_20260616_072539,0,0,1,0,2,3,8,1021.1,6.814453999999999,50035,58,4,2,2
ue_task_0050,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0050_claude-code_20260616_075144,0,0,1,0,2,3,8,962.6,4.3366635,38166,52,3,0,2
ue_task_0051,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0051_claude-code_20260628_225543,0,0,1,0,3,6,9,1156.4,3.457281500000001,26335,63,1,0,2
ue_task_0052,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0052_claude-code_20260628_232019,0,0,1,0,2,9,10,1007.5,4.701449499999997,35519,85,4,0,8
ue_task_0053,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0053_claude-code_20260628_234216,0,0,1,0,3,6,9,798.3,4.8740655,36157,70,1,0,4
ue_task_0054,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0054_claude-code_20260629_000807,0,0,1,2,3,7,8,1165.0,11.989540999999996,48519,92,6,23,1
ue_task_0055,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0055_claude-code_20260629_002717,0,0,1,1,2,5,7,761.3,3.1043290000000003,31748,43,1,0,1
ue_task_0056,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0056_claude-code_20260629_004137,0,0,1,9,10,9,10,504.6,2.4071420000000003,14665,31,1,0,1
ue_task_0057,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0057_claude-code_20260616_091246,1,0,1,2,2,3,8,1041.6,7.606957499999999,37193,55,1,0,2
ue_task_0058,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0058_claude-code_20260616_092624,1,0,1,1,1,5,7,725.1,5.886224499999998,20422,75,1,0,1
ue_task_0059,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0059_claude-code_20260616_093834,1,0,1,1,1,7,8,656.3,4.971932000000001,20951,45,3,0,2
ue_task_0060,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0060_claude-code_20260629_005849,0,0,1,0,1,7,8,759.3,2.961118,31758,50,1,0,4
ue_task_0061,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0061_claude-code_20260629_011728,0,0,1,0,1,8,9,741.7,2.795169,31621,46,3,0,1
ue_task_0062,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0062_claude-code_20260629_013309,0,0,1,0,1,6,8,626.0,1.9296865000000003,19464,33,3,1,3
ue_task_0063,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0063_claude-code_20260616_105220,1,0,1,3,3,9,13,665.6,1.443587,18275,30,1,0,2
ue_task_0064,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0064_claude-code_20260629_014834,0,0,1,2,3,8,10,615.2,2.0191539999999994,20608,35,1,0,3
ue_task_0065,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0065_claude-code_20260629_020250,1,0,1,1,1,7,11,625.2,1.9985730000000002,22812,33,1,0,6
ue_task_0067,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0067_claude-code_20260629_024116,1,0,1,1,1,6,7,708.8,4.705141499999999,17388,55,1,0,1
ue_task_0068,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0068_claude-code_20260629_030329,0,0,1,0,1,5,7,988.1,6.780952499999999,39959,53,3,1,1
ue_task_0069,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0069_claude-code_20260616_125644,0,0,1,2,3,8,11,1805.5,16.063431,72235,96,4,5,3
ue_task_0070,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0070_claude-code_20260629_032113,0,0,1,1,2,9,10,746.1,1.926524,23356,31,1,0,3
ue_task_0071,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0071_claude-code_20260629_033025,0,0,1,1,2,6,7,241.2,1.5401159999999998,16785,30,0,0,8
ue_task_0072,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0072_claude-code_20260629_035934,1,0,1,6,6,10,11,1264.5,12.074672500000007,74282,82,3,0,3
ue_task_0074,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0074_claude-code_20260629_045201,0,0,1,0,3,9,10,808.8,3.078858999999999,26883,46,1,0,3
ue_task_0075,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0075_claude-code_20260629_051231,0,0,1,0,2,6,10,906.8,5.916208999999999,37171,67,3,0,3
ue_task_0077,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0077_claude-code_20260629_060323,0,,0,0,0,,,1372.5,16.264666500000004,66474,83,4,2,7
ue_task_0078,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0078_claude-code_20260629_062317,0,,0,0,0,,,793.1,5.993929500000003,36045,38,1,0,3
ue_task_0079,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0079_claude-code_20260629_064137,0,,0,0,0,,,810.2,4.106234000000001,37113,30,3,0,4
ue_task_0080,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0080_claude-code_20260629_070222,0,0,1,2,7,5,7,859.9,4.5057725,37996,41,3,0,4
ue_task_0081,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0081_claude-code_20260629_071755,0,,0,0,0,,,644.4,3.581490999999999,22600,29,1,0,2
ue_task_0082,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0082_claude-code_20260629_073221,0,0,1,1,3,6,9,613.8,4.5818445,37513,54,2,0,1
ue_task_0083,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0083_claude-code_20260629_074601,0,0,1,2,3,4,9,663.6,6.258662499999999,35275,58,3,3,1
ue_task_0085,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0085_claude-code_20260629_082405,1,0,1,3,3,7,9,714.7,5.0157029999999985,47488,44,4,2,3
ue_task_0086,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0086_claude-code_20260629_083632,0,0,1,2,3,7,9,501.1,3.5725765,26443,57,1,0,5
ue_task_0087,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0087_claude-code_20260629_084802,0,0,1,0,3,4,8,485.0,3.9328835000000004,22716,53,4,2,5
ue_task_0088,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0088_claude-code_20260629_085911,0,0,1,0,1,6,9,348.0,2.1953170000000006,14022,37,1,0,1
ue_task_0089,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0089_claude-code_20260629_090931,0,0,1,0,1,8,9,238.9,2.0354905,17040,25,0,0,1
ue_task_0090,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0090_claude-code_20260629_092213,0,0,1,0,1,6,8,569.3,3.2198260000000016,29183,55,4,3,5
ue_task_0091,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0091_claude-code_20260629_093607,1,0,1,1,1,5,8,545.5,2.7101040000000003,30395,46,3,0,7
ue_task_0092,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0092_claude-code_20260629_094742,0,0,1,0,1,7,9,459.9,2.5960065,20151,52,1,0,5
ue_task_0093,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0093_claude-code_20260629_230842,0,0,1,0,1,1,8,716.0,6.201103999999999,41039,69,2,0,2
ue_task_0094,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0094_claude-code_20260629_231939,0,0,1,0,1,4,9,576.6,3.9133720000000003,34224,50,1,0,1
ue_task_0095,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0095_claude-code_20260629_233746,1,0,1,1,1,7,8,948.9,6.211999999999999,66353,48,4,0,3
ue_task_0096,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0096_claude-code_20260629_102920,0,0,1,0,1,1,8,877.4,4.56968,53350,48,4,0,2
ue_task_0097,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0097_claude-code_20260629_104137,0,1,1,0,1,9,9,567.0,3.1352974999999996,30739,48,2,0,2
ue_task_0098,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0098_claude-code_20260629_105740,0,0,1,0,1,4,7,762.0,3.5424395,38040,44,3,0,8
ue_task_0099,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0099_claude-code_20260629_111038,0,0,1,0,1,6,8,596.6,3.338664,34503,54,5,0,9
ue_task_0100,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0100_claude-code_20260629_112921,0,0,1,0,1,9,11,844.2,10.095394500000005,57106,79,7,2,7
ue_task_0101,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0101_claude-code_20260629_114557,0,0,1,0,1,1,8,760.3,6.013283000000001,37447,90,6,1,8
ue_task_0102,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0102_claude-code_20260629_115943,0,0,1,0,1,3,8,548.4,2.5714269999999995,28358,47,3,0,4
ue_task_0103,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0103_claude-code_20260629_121106,1,0,1,2,2,8,10,479.8,3.581134499999999,29154,60,0,0,7
ue_task_0104,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0104_claude-code_20260629_122346,1,0,1,1,1,1,8,547.3,3.965535499999999,24536,53,1,0,6
ue_task_0105,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0105_claude-code_20260629_124445,0,0,1,0,1,8,10,1030.1,7.700133500000001,61588,103,1,0,8
ue_task_0106,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0106_claude-code_20260629_130636,0,0,1,0,1,0,9,1027.2,8.532141499999996,45835,110,3,4,7
ue_task_0107,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0107_claude-code_20260629_133304,0,0,1,0,1,2,8,1283.8,7.235000500000001,56240,79,6,0,3
ue_task_0108,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0108_claude-code_20260629_235140,0,0,1,0,1,6,8,696.9,3.8912589999999994,23389,61,3,0,4
ue_task_0109,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0109_claude-code_20260630_000115,0,0,1,9,10,12,12,438.7,2.7521629999999995,26882,26,1,0,1
ue_task_0110,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0110_claude-code_20260630_002616,1,0,1,16,16,3,14,1283.8,5.983306999999999,94862,53,1,0,5
ue_task_0111,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0111_claude-code_20260630_003446,1,0,1,1,1,6,8,463.9,2.3018819999999995,28502,21,1,0,1
ue_task_0112,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0112_claude-code_20260630_004413,1,0,1,1,1,2,8,473.9,2.8815584999999997,32000,27,1,0,1
ue_task_0113,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0113_claude-code_20260630_004858,1,1,1,1,1,8,8,184.1,1.4939269999999998,8195,15,1,0,1
ue_task_0114,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0114_claude-code_20260630_005446,1,1,1,1,1,8,8,237.2,1.474323,13595,16,1,0,1
ue_task_0115,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0115_claude-code_20260630_010127,1,0,1,1,1,3,7,312.1,1.877343,19727,21,1,0,1
ue_task_0116,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0116_claude-code_20260630_010759,1,0,1,1,1,3,5,308.7,1.3845409999999998,19847,17,3,0,1
ue_task_0117,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0117_claude-code_20260630_011551,1,0,1,1,1,2,5,393.6,2.4661245000000007,25972,27,2,4,2
ue_task_0118,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0118_claude-code_20260630_012832,0,0,1,0,1,7,8,652.3,7.392110499999999,44744,58,1,0,1
ue_task_0119,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0119_claude-code_20260630_013752,0,1,1,0,1,7,7,469.0,4.574874499999999,24935,47,3,0,2
ue_task_0120,Claude Opus 4.7 (high),claude-code,claude-opus-4-7,high,ue_task_0120_claude-code_20260630_015444,0,0,1,0,1,5,9,925.8,7.985940500000003,63640,76,3,0,8
ue_task_0001,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0001_codex_20260614_213504,0,0,1,0,7,5,7,681.1,3.413109,11318,45,7,17,6
ue_task_0002,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0002_codex_20260614_215127,0,0,1,10,11,10,12,782.4,6.46081,20424,70,5,14,10
ue_task_0003,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0003_codex_20260614_220715,0,0,1,3,5,,,863.8,6.837441,19749,66,11,2,7
ue_task_0004,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0004_codex_20260625_010938,0,0,1,0,1,,,333.7,4.358003,11620,57,1,0,7
ue_task_0005,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0005_codex_20260614_223433,1,1,1,4,4,5,5,639.0,3.514652,12393,48,6,0,8
ue_task_0006,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0006_codex_20260615_000407,0,0,1,4,5,,,305.3,4.19949,11177,47,2,0,1
ue_task_0007,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0007_codex_20260625_011739,1,0,1,1,1,2,4,344.7,4.048159,10595,53,5,0,3
ue_task_0008,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0008_codex_20260615_012602,0,0,1,16,22,,,482.9,6.734435,22315,74,4,4,8
ue_task_0009,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0009_codex_20260615_013628,0,0,1,2,5,7,9,263.7,1.841283,7338,29,2,0,1
ue_task_0010,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0010_codex_20260615_014231,0,1,1,2,3,,,187.8,0.774148,2900,16,1,0,1
ue_task_0011,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0011_codex_20260628_110328,1,1,1,6,6,1,1,512.0,1.4930999999999999,6449,33,3,2,1
ue_task_0012,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0012_codex_20260615_015747,0,0,1,7,10,16,20,448.0,4.296488,15953,66,1,0,5
ue_task_0013,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0013_codex_20260615_020651,0,1,1,1,2,1,1,346.6,2.619865,11802,36,6,4,1
ue_task_0014,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0014_codex_20260628_111448,1,1,1,2,2,4,4,368.2,3.2741325,8668,43,3,0,2
ue_task_0015,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0015_codex_20260615_022028,0,0,1,1,2,9,10,289.4,2.312259,8242,42,4,6,8
ue_task_0017,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0017_codex_20260615_023938,0,0,1,1,2,,,324.1,2.998373,11254,40,4,0,2
ue_task_0018,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0018_codex_20260615_024725,1,1,1,1,1,,,303.8,2.064395,7771,28,2,0,1
ue_task_0019,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0019_codex_20260615_025651,0,0,1,1,3,4,7,453.6,5.629216,13190,48,2,4,2
ue_task_0020,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0020_codex_20260615_031302,0,0,1,5,12,,,517.3,7.178553,22396,56,2,1,2
ue_task_0021,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0021_codex_20260615_032825,0,0,1,5,8,5,8,524.6,4.910959,17243,53,2,1,1
ue_task_0022,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0022_codex_20260615_034624,0,0,1,3,8,8,14,587.8,6.217878,22482,44,6,2,2
ue_task_0023,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0023_codex_20260628_112758,1,0,1,2,2,6,9,443.6,4.341177500000001,13739,53,4,3,3
ue_task_0024,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0024_codex_20260628_114827,1,0,1,3,3,,,723.9,2.0300225,7652,32,4,0,1
ue_task_0025,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0025_codex_20260628_115928,0,0,1,1,3,0,1,402.7,3.56311,9111,47,7,6,2
ue_task_0026,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0026_codex_20260628_121639,0,0,1,0,3,,,553.2,6.540515000000001,17079,48,4,6,6
ue_task_0027,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0027_codex_20260628_123230,0,0,1,0,3,,,554.3,6.0520275,17288,52,4,2,6
ue_task_0028,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0028_codex_20260628_124518,0,0,1,0,1,5,7,330.5,1.2448775,8369,33,4,2,2
ue_task_0029,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0029_codex_20260628_125747,0,0,1,0,1,5,6,379.6,2.9427825000000003,9442,40,3,0,1
ue_task_0030,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0030_codex_20260628_130856,0,0,1,0,1,,,378.6,3.7056724999999995,9495,51,3,12,2
ue_task_0031,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0031_codex_20260628_132122,1,1,1,1,1,1,1,345.9,1.7687475,6554,39,3,2,3
ue_task_0034,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0034_codex_20260615_043528,0,0,1,2,9,2,5,497.8,4.460497,15093,60,3,4,1
ue_task_0035,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0035_codex_20260615_045337,0,0,1,5,9,5,9,513.2,5.536611,17692,52,12,5,1
ue_task_0036,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0036_codex_20260615_050135,0,0,1,4,9,2,7,427.4,4.260504,14348,58,5,0,1
ue_task_0037,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0037_codex_20260615_051257,0,0,1,5,8,9,11,604.1,5.195406,15567,57,3,0,1
ue_task_0038,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0038_codex_20260615_052408,0,0,1,5,11,9,11,433.8,4.127953,13600,71,1,1,1
ue_task_0039,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0039_codex_20260615_053922,0,0,1,4,9,5,10,485.5,5.110065,17051,59,7,2,1
ue_task_0042,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0042_codex_20260615_061135,0,0,1,8,11,7,9,410.4,3.308368,12050,40,6,2,1
ue_task_0043,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0043_codex_20260615_062211,0,0,1,11,14,3,6,445.0,4.705079,12253,53,6,0,1
ue_task_0045,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0045_codex_20260615_065236,0,0,1,4,5,4,6,742.8,5.850503,22036,54,3,16,1
ue_task_0046,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0046_codex_20260615_071212,0,0,1,0,1,0,6,808.4,5.138701,16485,74,1,0,1
ue_task_0047,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0047_codex_20260615_072339,0,0,1,0,2,4,6,553.7,5.00207,21429,30,2,0,1
ue_task_0048,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0048_codex_20260616_140857,0,,1,0,0,,,757.9,6.251277,23025,51,3,0,1
ue_task_0049,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0049_codex_20260616_142544,0,0,1,0,2,0,1,832.8,5.584456,20252,51,5,14,2
ue_task_0050,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0050_codex_20260616_144527,0,0,1,0,2,0,5,825.8,4.513254,16786,45,6,18,2
ue_task_0051,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0051_codex_20260628_134214,0,0,1,0,3,,,680.3,2.5209825,10984,34,2,0,2
ue_task_0052,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0052_codex_20260628_140516,0,0,1,0,2,,,668.2,2.925295,12963,35,3,2,12
ue_task_0053,GPT-5.5 (medium),codex,gpt-5.5,medium,ue_task_0053_codex_20260628_142708,0,0,1,0,3,9,10,660.7,2.88983,16104,41,3,0,5
